epoch,training_loss1,training_loss2,training_loss3,training_loss4,training_loss5,training_loss6,training_loss7,training_loss8,training_loss9,training_loss10
13,0.5604602468483075,0.47042010562494924,0.46326159762265623,0.4961293561337994,0.42876225058465883,0.6255092044336685,0.4455423884184657,0.35684402193261877,0.3932966652809286,0.324524239230591
14,0.5702622081721676,0.45335552688289854,0.4946319738004055,0.5155551675075383,0.42421435141100033,0.5932234248724211,0.4747143446924167,0.3253870570527762,0.40159679399489767,0.34626042751794756
15,0.5317512438075791,0.42828771435631346,0.46258592795463854,0.5148831723109213,0.3962402427022069,0.5804452701892135,0.4468000417978115,0.3380799080477772,0.3837143954873761,0.3478669187730812
16,0.541545690055993,0.4387501285295071,0.47469362608945237,0.4863510491565385,0.41384094043386477,0.6203013940621855,0.4598994461120621,0.3163028875097981,0.35421905467660303,0.3145439448713398
17,0.5267784983822105,0.4548480164154101,0.4793426751564837,0.5019704556128763,0.4103181977064277,0.6153419930307868,0.47467635848356,0.34540824886423394,0.3683299187249134,0.3319255791282498
18,0.5501395903298859,0.4537214569769554,0.4874327897751808,0.4972178401644001,0.4066448476523177,0.6185574963246361,0.48718196888214044,0.3480044467572651,0.3622798230461931,0.32469450893086843
19,0.5555836364941046,0.44110837718177065,0.4672365016602007,0.48796209209563834,0.4000076446496656,0.6057515982478503,0.470491525278335,0.32538310560603734,0.3696468517665801,0.325238257408872
20,0.557864721781964,0.45683453797157214,0.48086805762646534,0.5171868766318015,0.41749941273050195,0.6277095840552093,0.4556685745701435,0.3008082212430984,0.3650453682380067,0.3320048878409527
21,0.5326279391375988,0.4615575792840275,0.4690594062870605,0.4962740504291561,0.40816677044985916,0.5912493667205374,0.4493359963793665,0.34733039255447723,0.36998507837806194,0.35900340559925725
22,0.549953759658465,0.4587543165085861,0.47047804177393227,0.5105224655304498,0.39200516039140576,0.5573200502647834,0.4698817069095936,0.32038281110768785,0.36926147237164675,0.34368678640675737
23,0.5189598619707225,0.42257355226760707,0.4989034095666299,0.46989158034707673,0.4077664450114845,0.6057140377004336,0.4797369045729321,0.33868931705920935,0.3503924139536469,0.3363039094699407
24,0.5705460738474513,0.46187509062978016,0.48540757066546475,0.5132717790503223,0.4474705013260794,0.6074840875716627,0.4596319051226964,0.3346372124133195,0.37971007089593667,0.33850783689472136
25,0.48111526785,0.44425614897453086,0.4398331828049614,0.48619133684636245,0.403211871925079,0.5605423537460065,0.4373674547764456,0.32567377207358406,0.36524344591512403,0.324781503881447
26,0.5304250712302219,0.4426474633065584,0.4715641972875209,0.492851893761829,0.4393371271313111,0.6366321928681402,0.45451514947608657,0.33591938175849284,0.3556660781072156,0.3347611464917503
27,0.5057901527026647,0.4609220435190814,0.45750374534271093,0.5067883849349822,0.42561933451605233,0.6431145656570196,0.44746054110741246,0.3281754381561043,0.36389190492014367,0.33444908134417717
28,0.5342014651840681,0.40758873828695913,0.46370323183556517,0.4534771543723401,0.4172339147751935,0.5886541577087434,0.42074202933009247,0.3193951147439373,0.395070637339587,0.32020459601556167
29,0.5140746932621856,0.4429631426776444,0.46581984806373106,0.4972782191425927,0.3887341428197357,0.5906916901156382,0.44485844356645243,0.3200183179060584,0.3416209583566557,0.3338265354780207
30,0.5132878034859524,0.4393537472941434,0.43969223358879717,0.47153564474563076,0.38040458968695995,0.5712052801697243,0.4806501550982301,0.3383546349252352,0.35283312397046385,0.3307985409630168
31,0.4832580755300532,0.4315110540760875,0.45604426738691006,0.47437959865830753,0.40174055609116893,0.5645885412833656,0.44550449545819865,0.32002446571611187,0.3584401046875232,0.32258914076499556
32,0.5076084792469525,0.4372358617746945,0.46439949181980666,0.4737541225383523,0.41111894046978054,0.5861990423895406,0.46059298416361116,0.31812035655313914,0.38920456373188606,0.31067973723260517
33,0.4903078011710489,0.4206193739295696,0.4509671213588334,0.44873454809400143,0.37120125849388974,0.5407407464408337,0.446986235024641,0.3261864373641455,0.3630030638254365,0.3217982577974985
34,0.46916320388639526,0.4028992708374433,0.4524113404319246,0.47639480501052583,0.38149047444124284,0.5518305863229755,0.44412490281531475,0.31215172654843626,0.35076306636667304,0.32532388155849795
35,0.5354198649881944,0.44451496920310946,0.45724587222911034,0.49587332737143475,0.40546913884239066,0.5773992383944234,0.47302601352639617,0.31966017497070953,0.36714649741048,0.3238771793916842
36,0.49504911182524625,0.41689161087884713,0.4422470695891981,0.4845961806335219,0.4065183693811462,0.5501411180657034,0.4262474195299143,0.3239905653211719,0.35420976122870246,0.33744906219635806
37,0.4751369265879037,0.4202599242455101,0.45365578868474954,0.47044274844570244,0.3930206492566917,0.5623837030791328,0.4149048200535608,0.3108151506219252,0.36630749912471705,0.34048650272369
38,0.5320008393955278,0.41560536596292763,0.4757516290342481,0.4696993542968231,0.3956686034288164,0.5778417132242971,0.4277046393253533,0.32794178990931333,0.35107112452095457,0.3332798988897334
39,0.5222767238328656,0.392693087498961,0.4664513023367495,0.46460907302928683,0.4212163925674007,0.5672821650683635,0.4392159057608373,0.32754564654143864,0.3820715451189163,0.32446588238519847
40,0.5563086683447249,0.42422296516016544,0.45223053427273513,0.48957120552317585,0.39223463064392095,0.5767314038898749,0.45648767361680703,0.29988148503247847,0.3515071302981451,0.3173336654411637
41,0.5219624757062554,0.4367653996858703,0.4316506168983555,0.46190990889966166,0.3819961711352417,0.5553913711373945,0.4268896583349594,0.3104378698865495,0.318408807741947,0.3202612796442164
42,0.4721023115990033,0.4264205570616364,0.43441819158818684,0.4855038752777856,0.38095563930033577,0.5545019119534069,0.4223417862990222,0.31707675830359605,0.3367722786443377,0.29997479095815505
43,0.47965889885665475,0.43466949997368515,0.467778095013784,0.46677625932631883,0.4068329148408907,0.574184768028013,0.44699228381764605,0.3251137962640139,0.3749577600887946,0.31172479739182296
44,0.5388555458385771,0.4338952139373224,0.4422452543539461,0.4651986365934044,0.40813345660673406,0.5480881652619228,0.4630108278489502,0.3213216423488088,0.3389574782519002,0.31539611001032475
45,0.5087156505333023,0.4071347217250466,0.42945401238432723,0.44075774657322625,0.37668527107669775,0.5587156901235492,0.44819194557502556,0.3232061989624897,0.3561946429288883,0.32461403314909726
46,0.48664167087665106,0.3798557177062506,0.45412579911414386,0.4501360854495433,0.3947648589838715,0.5453120401421385,0.440610838635475,0.3145651356684685,0.34385990973996217,0.3130734718678398
47,0.4966025232821484,0.41481627561795187,0.4531850685698959,0.4531234002005701,0.4015074097627593,0.5832497936851784,0.4734217972002691,0.32328917671642826,0.3629074534610705,0.31004793734238284
48,0.469509468617608,0.42150891850029437,0.4378546389043778,0.4327353294080224,0.3769263810974862,0.5606062937145969,0.42410238248619747,0.2996418803724525,0.3457175239613525,0.32315040322679656
49,0.4603271184308079,0.42396828236227135,0.4250505083046652,0.45252086749338694,0.36230735489543237,0.5604747165485081,0.42758825236564085,0.3015514714041474,0.34045069373969666,0.32324584602013756
50,0.5089517016479509,0.40893192153470365,0.4148510343149159,0.44645089241847946,0.40942417033108036,0.5701283551977404,0.4265625469428704,0.30762207077818193,0.3619518044475926,0.31056026414594007
51,0.5180944732171444,0.4107907747952339,0.4488341221320941,0.4547833167766005,0.41398783147404056,0.5889630178571056,0.443030093159196,0.3101108888664037,0.33252379363081525,0.31845205179223546
52,0.4491452807489811,0.4156749508128398,0.43971211470154414,0.4458182169326196,0.3915644513054115,0.5344429629331284,0.42336295918722805,0.29557965586781987,0.34804615672366557,0.33584732165673276
53,0.44845941884758533,0.42016762046236095,0.42258528288377456,0.4379453518367869,0.3498044276545875,0.5319609959061089,0.4456159435865679,0.31571230844304177,0.32057579476403647,0.331780539205162
54,0.4954097351565176,0.3964444704384089,0.41962464635741165,0.45314817146366804,0.38556923133654636,0.5356958282885695,0.4228334714499975,0.31821157582454335,0.34681759337207724,0.3179272367867502
55,0.4950301517044147,0.4258717100709276,0.4294953872427387,0.44594183193346415,0.4002922579579588,0.5509609589280862,0.4335552563041826,0.30744388580651405,0.3358733211337729,0.33109441971411596
56,0.4726937824726265,0.4036583669505549,0.40731008882331865,0.4317255397524115,0.3742561316054831,0.5366602955702973,0.39500326882056486,0.3015309908001613,0.32704954256831387,0.3383999076602821
57,0.47915643152359744,0.4117911442324514,0.4186340848516542,0.44663218064241733,0.39656717995516017,0.549315883940764,0.39854259610706066,0.30410341170259614,0.342728063638317,0.3179332433230351
58,0.5067570930768099,0.41446635931175085,0.42148412721663264,0.44418648264802063,0.3937416283178258,0.5601175574595834,0.4406609252711258,0.29962998590213435,0.32565055610319815,0.3259859098547341
59,0.4550370344497868,0.3875686934782891,0.4335060392347443,0.44219182698094806,0.377964428570646,0.5385559131898738,0.4148143201937199,0.3146088829034203,0.34777904005789595,0.30384177582423244
60,0.46464808839455585,0.390216502821036,0.4437894264274935,0.4424776840136341,0.3667302668602964,0.5282647972723685,0.41594706627406,0.3079413999713145,0.31850148414382123,0.3180671635076454
61,0.4671303307292536,0.385050565163753,0.4550922049806108,0.45487056193711595,0.3802737381042946,0.5753779825969914,0.43611538097389385,0.3084669043680498,0.3143478886802126,0.32414581088891253
62,0.44625051054874276,0.39758205724493906,0.4423371392609796,0.42243218020849327,0.39137981322845355,0.5610803852116314,0.4132917220917389,0.30302156553217324,0.3281807875295523,0.3324120224261199
63,0.46533257765226166,0.4158129074723155,0.4362991888414232,0.4255882446272081,0.39346397245813136,0.5944107502067988,0.41410527207983755,0.3044139265241942,0.34783626577534194,0.3207943435961825
64,0.44229388679387727,0.3951815772617506,0.419618002241704,0.43470034628543125,0.3855958558337588,0.5208205697898013,0.4100243877744134,0.3052082272104733,0.3479169360446865,0.2970105050082219
65,0.4847374918954099,0.3831495475449627,0.4325733377471417,0.4145635601342014,0.3767131569031929,0.5501199617258351,0.42789514929114075,0.29910743347927105,0.338166225697081,0.31117161441490204
66,0.44907130765464437,0.3961373782146646,0.4544595648964933,0.44700062858722345,0.38248392567139833,0.5671524965522178,0.42549978125929117,0.29026120004662376,0.34437681114815377,0.32604017527674434
67,0.4592893293667626,0.39700294108173834,0.4358584556530751,0.45747473183351545,0.3848926135331209,0.5509002986069309,0.4184988828684426,0.3040722912430491,0.326961463738057,0.33898486928320165
68,0.5062059036119592,0.3778281637776261,0.4116339633113714,0.44403722732355183,0.38050617622624666,0.5344257657144824,0.4241628036130441,0.3187626471998937,0.3272183262640759,0.3182881774830651
69,0.4647920492459845,0.37607086366680165,0.42778683966988595,0.44310367548205193,0.37279224665777155,0.5225217225108592,0.41732875975436884,0.30649852988636267,0.3272904193020323,0.3008002553358158
70,0.46134249483857254,0.3916096681185594,0.4458378120663353,0.44916240878532393,0.3756260667785176,0.5370648567431241,0.4321827796914596,0.3086875097431145,0.33436828273772773,0.31274903581832164
71,0.47279907101320345,0.38556565743636173,0.43717171883826267,0.4479422127868093,0.38369998730600435,0.5414684202046522,0.4104005471538927,0.31795455817329676,0.3419556109536191,0.3148693816543552
72,0.46073137506896245,0.3753888474446792,0.44159861266791495,0.4393967803765479,0.36295575063485636,0.5435416964498686,0.43673318933391464,0.30590275772542336,0.336177072181636,0.31555126939804173
73,0.4513851020162582,0.3901435448890633,0.40116771446742916,0.43693148313541214,0.3914408294254878,0.5321852475655607,0.4152146032225815,0.3062961538176708,0.31529472719285634,0.3180326342313638
74,0.46627548795519624,0.40428054860520746,0.4210854032758131,0.4665232564710057,0.3837010059302902,0.5413184053832785,0.4142189629773823,0.30311612144963396,0.33163860229913483,0.328167926866356
75,0.46530380736434623,0.39293492482356457,0.44932554676759295,0.4367923982001157,0.37274158815522923,0.5445272711428647,0.4260536298533093,0.30340575238024015,0.34747252325195643,0.313835820323683
76,0.43923841640577516,0.39155301828065503,0.438630082572527,0.4209224483822085,0.3719698134620994,0.5579399929434667,0.42378932189065954,0.30792685836987643,0.3337218792311651,0.2962505587749414
77,0.4480900796564977,0.37546293251412954,0.4384024830663556,0.43958087494797415,0.3748550159641016,0.5401512742827005,0.4166705774889203,0.3065025043344372,0.33099756245731754,0.30643086643441275
78,0.45115664415169093,0.38347179801026454,0.407999813021989,0.41797861129859265,0.3711096352697959,0.5343660741771745,0.40516036502638253,0.2894682607352002,0.33537060373474487,0.2989402568666173
79,0.4564571001206604,0.4025454458766701,0.4207268375403852,0.4419901090195066,0.3666049563182221,0.5249674137545213,0.4221302745053336,0.3109748792729207,0.34675732542782356,0.2974233737804217
80,0.4737096337994848,0.3760845065682061,0.4128070408933641,0.433248873297376,0.3588461247211579,0.5419331332446063,0.4056369433405196,0.29841448347045785,0.3260100560225462,0.29745421323824267
81,0.4443535027806834,0.38790493820264876,0.4237449499112189,0.4241695515547798,0.35569057162832274,0.5130510077093811,0.4080963682323663,0.29445808353024727,0.33446311975120663,0.309503730379242
82,0.4465366558979632,0.3944498240302454,0.43958196667560573,0.42755490824661485,0.36965330232448906,0.5404835866644703,0.42397003296947433,0.30706496981178266,0.3347969155256386,0.307260362850046
83,0.4549175457647135,0.38477882677778125,0.41470859516343167,0.41857984470128096,0.34674802970467794,0.5173833252012741,0.40816077472446805,0.30396418781723755,0.3312699973103349,0.2987071861801786
84,0.44491874932639847,0.3905000885665859,0.4168269502757325,0.42009007414112304,0.38129896781464856,0.543322761352013,0.41951415907708467,0.31184405894231515,0.32782177353438435,0.30758422940996816
85,0.42492330840669174,0.3927118141505126,0.41289604893724624,0.4065549825245915,0.3594497440020091,0.5249411623827703,0.43213068198562254,0.3030584433758064,0.3328436842187375,0.30811803667963067
86,0.46034811314803087,0.3784446188035629,0.4068537286783858,0.424897474127787,0.34622060768391694,0.5213143349389109,0.39906905457665387,0.30330117660590683,0.3376294948700264,0.28730724064647417
87,0.4563669291199385,0.3890533226224778,0.4142142384056457,0.41587103626855665,0.35214087207081124,0.521119439009301,0.40186749645276865,0.30806762748153305,0.3190772592608608,0.29815399097527356
88,0.43897146680204097,0.38280649807785394,0.4096457026519497,0.4174782814361076,0.3467025357635631,0.5167625727758022,0.4069499125358962,0.30591602318481476,0.31051785451995795,0.29903381541264196
89,0.4712207415973697,0.3883229755791134,0.40951037489968706,0.4458867073982835,0.36432840024962326,0.5450006980056081,0.41853922966175033,0.28351124970049946,0.3419378920860679,0.3110742086809883
90,0.4548111353706188,0.3851691546355713,0.40619195055890644,0.4198097766830544,0.35112455476627924,0.5148450970004056,0.40538478807834805,0.2944827236067949,0.3116260861766076,0.30961083973389447
91,0.4293241638107021,0.36348455720999395,0.3979473172054357,0.3993450432784199,0.3534146224793922,0.4888202623244785,0.39944096393302336,0.299720075341248,0.317523704330427,0.2932664792603097
92,0.4460928009096072,0.37919266860264417,0.4044654987271403,0.4389501658870369,0.3612257685174471,0.4958250622987127,0.41351792268901805,0.29925399250707246,0.31672241974290505,0.30088260435155106
93,0.45083148672090706,0.3817721945169684,0.41072347312950286,0.4308129133370198,0.36396250942682395,0.5007865706879083,0.4106462843301215,0.31094551667328046,0.3052309088430754,0.30999217866102013
94,0.4570853706600721,0.37861092422174925,0.411478541645239,0.42954282385958686,0.3748211866118428,0.5283947125823705,0.42320283096102673,0.2866235622286954,0.323827998370636,0.31387684340184685
95,0.46964166179717154,0.3873858224177601,0.40626856456728283,0.41864259481787736,0.3410919145983662,0.5106951634065311,0.4200079444825539,0.2991655410312111,0.32978025433273467,0.31090284377007293
96,0.4305651869884071,0.3754565998578932,0.40327831240338646,0.4120624952476416,0.3716404643208196,0.5287333125219184,0.4018800719461768,0.3090682752970032,0.31826668222289284,0.3079122229650435
97,0.4431444677567089,0.36175299452539567,0.40975969810457025,0.43026900914476557,0.3806209942795954,0.5051952221224346,0.39791707609925914,0.30036460884108196,0.3184508475819169,0.3112828797662963
98,0.43440148274751783,0.3687409064354561,0.4091133776479794,0.4161017986868247,0.3777620575894578,0.5409560049532819,0.38799794514483493,0.3104383657333553,0.303210639049833,0.31099711017730314
99,0.44090119224400026,0.3632959719630498,0.39854247538567383,0.4009629877997355,0.3673149787504142,0.5230850583806997,0.38224381780358213,0.2984399557668472,0.3184955737695036,0.30180078806374594
100,0.43967661738699476,0.3764691256459916,0.41248121219390754,0.4182221453753972,0.3686031293207413,0.5147617661052256,0.4091529421494088,0.31568337855720724,0.3215637374837298,0.28974273340718226
